,date,review,rating,isEdited,title,userName,developerResponse
27,6/21/2023 19:37,"UI/UX changes won't cut it if features are the same. Still no CC lock/unlock. Font used across the app makes it look older despite it being the newer version, and the menu options at the bottom are off. Also, there are times when I'm unable to hit the back button normally and I have to do some scroll work to make it respond again.

Instead of bombarding us with several apps, just incorporate Vybe into this new app.

Update: I gave it a try for more than a month and I've redownloaded the old app which is just much cleaner looking and not confusing. Sorry, but it's a no for this app.",1,FALSE,Nothing new,Chris Villena,
28,6/26/2023 0:19,The new BPI app looks more user friendly than the old app. Interface looks nice and straightforward. One problem I encountered is that I cannot find in the settings the option to enroll a 3rd party account even if the instructions is indicated in the fund transfer option. Hoping this would be included soon so that we can already uninstall the old app.,5,FALSE,User friendy and looks fresh,emapelo,
29,7/14/2023 0:49,"This barely does the bare minimum of what i want it to do. App stalls, freezes and shuts down. Mobile key doesn’t work. Have yet to make a successful transfer. I keep trying but this is a banking app that doesn’t do banking. Or anything more than logging in to your account. It is also hard to read and navigate. I honestly do not understand the other 5 star reviews of this app after having used it for a few weeks with no success. Probably part of the dev team. Anyway to actually do banking i deleted this and reverted back to the old app which btw is a great app - it works.",1,FALSE,Terrible. Just Terrible.,DCnoodle,
30,7/1/2023 1:20,"I accidentally updated the old app so i cant use it anymore. I tried this one and it wont even work. I am trying to pay my bills and transfer money but this app wont even let me. It keeps on saying check the balance when the account has enough. I never had any issues with the old app and even the app that came before that during the transition period. Just a piece of advise, if the system is still not stable enough, dont disable the other one that works. This is really frustrating for the end user so i hope yall fix this.",1,FALSE,This app is frustrating to use,ajhusshi,
31,9/4/2023 15:05,"Love the new app and the new design, but I’ve been having a difficult time making transfers via the app. 

It requested for me to continue via a certain device—the device with my mobile key— despite me already using the said device. Is this a glitch? Do I have to continue waiting before the verification phase?

Hope this gets sorted, it’s quite frustrating especially since I had no issues whatsoever with the previous app.",3,FALSE,Mobile Key Device Bug?,ibsison9,
32,6/11/2023 3:44,"I got my debit account along with the atm card since 2018 with the instructions of registering my account to the BPI app and thats what I do so.

After that I do use the old app for the first time and doesnt bother me of my transactions so i decided to just delete it and for sometime I have to check some fund transfers to monitor again my account. That brought me again to re install the app but forgot my account, I know its my responsibility to take care of my account but didnt expect to forgot it.

For now Im relieying here in the app the retrieve my account but sadly that doesnt work for the mean time.",1,FALSE,Requesting Forgotten Account Doesn't Work,Saru22 Gaming,
33,6/26/2023 3:58,"I like how there is a seamless transition - you simply need to log in using your old credentials and everything is there already. 

The comic sans look of it is a bit meh but I'm aware that this is just a personal preference. The old app seems more classy. 

The new interface is a bit more cluttered to me although having all the options in a singular tab might be more user-friendly to some.",4,FALSE,"Ok functionality, interface",Jowee A,
34,5/31/2023 14:38,"I’ve been experiencing this inconvenience since January this year. Whenever I would have the need to check account statements in the evening, the app would always have an error. I once had the free time to check it in the afternoon, and I was able to download my statement.

I don’t understand the purpose of having an online banking app when statements will only be accessible during mornings and afternoons on weekdays, when most people are busy with work. Do you expect your clients to be the one to adjust when they entrust you with their money?",1,FALSE,The Only Inconvenient Banking App Out There,mary k brown,
35,6/26/2023 17:36,"This app does not enable the use of mobile key registration to install BPI app in iPadOS devices especially Wi-Fi only models. It requires the SIM card to be inside the device which is a good thing for security however we would like the option to login out BPI accounts in out iPads. The design is there and the feature has existed in the previous app so I hope they port it to this version of app as well.

The User interface is a bit slow, clunky and not well refined as the previous app.",2,FALSE,No support for mobile key registration,bluemoonconcept,
36,9/9/2023 4:59,"I just hope that there’s an option where you can automatically view the transactions made in our accounts. The older version has this, why did you remove that option. It was very convenient to see the transactions made in our accounts especially in our credit cards rather than waiting for the statements to reflect. 

Please put that options back so that we can easily monitor the transactions.",2,FALSE,I prefer the old app than this one,Not typical user,
37,8/25/2023 3:42,"UI is nice and modern. But please fix mobile key. It still sends the notification to the old app when even after following process to unenroll from old and enrolling in this app. This happens when trying to transact using browser that needs mobile key approval.

The Copy-pasting of Bank Account numbers so that we do not need to manually type the account number is something that is sorely missing from this app.",2,FALSE,UI is nice; Quality of life and Mobile Key needs to be improved,Joshern,
38,7/18/2023 10:03,"For the app to work on the device you are using, the sim card of the registered number needs to be inserted. I hope that they revise this since like many users the device i’m using isn’t the phone with the registered sim because it’s easier to use this device, this device is locked to a certain telco while my number is with a different telco and i prefer not to have the same device for the app and the one they send the otp to. With the older app this is not the case. I could use my iphone for the mobile banking app.",1,FALSE,SIM card needed,91726Gao,
39,9/8/2023 2:02,I cannot log in to my account. I just recently requested personally at a BPI branch to change my number as I lost access to my previous number that’s registered with my BPI account. And now I cannot login my account using this new app. I prefer the other app over this. I have tried countless times to login but it always says error and try again. Which is dumb. I don’t like the need to send text messages again and again just so I’d be stopped by an error. Please try to fix this. Thank God I still haven’t deleted the other app.,1,FALSE,PREVIOUS APP WAS BETTER,CessyPoopy,
40,9/16/2023 8:07,"I have no idea what’s the problem, all the details are correct, all the accounts used are active— yet transferring of money always fails. What’s the issue?

Kindly note that the transfer attempts were made on different dates just to be sure that the system is not just “down” during the time I tried. 

Other than that, the bank accounts that I tried to transfer to are all different— so we cannot blame it to the other banks. 🥲",2,FALSE,Money Transfer always fails,Yzzaaaaaa,
41,6/29/2023 23:48,BPI is moving to a fresh new look in this new application. Common functions on viewing account is there but more functions should be imposed in the app for future use. I still believe in BPIs security functions in these modern online banking. A fresh look but would be best on future updates for more functionality.,5,FALSE,Aesthetic to Functional,mrm1989,
42,9/14/2023 8:47,"I installed the new app to get used to it. First is the design its like a scam app. I have to verify if its really the new app before i decided to install. 2nd is the user interface irs confusing to look at unlike the old one we only get to see a few details but the new app displays a lot after the log in. Its a little ok for our generation but older generation will really get confused, specially when they only got to familiarize themselves with the old app. Change the shade of red its to light. Just saying",2,FALSE,Sad,AngelaYvone,
43,7/1/2023 3:22,"Changing my bpi app to the new one went very smooth. Unlike my other friends who experienced challenges in verification. Until now they are having a hard time switching to the new app. Unfortunately, the old one is no longer working to think this should be deprecated by the end of July? The only thing that bothers me is I am unable to transfer funds even though i have enough funds. Ironically the error message is check your balance 😒",2,FALSE,Unable to transfer funds,lunadabells,
44,2/28/2023 17:36,"I like that this new app is more responsive than the previous however, there needs to be a lot more work to be done: the UI is similar to Vybe which isn’t appealing at all, and compared to other competing banks (UB, RCBC, Metrobank), i hope it’d soon have more features built in - Why not incorporate Vybe functionalities to this app? The fonts being used are kinda off as well. I am hoping to see a better UI than the old app but this looks like a downgrade.",2,FALSE,Needs more improvement,Nhoj.Meister,"{'id': 36540748, 'body': ""Hi. Thank you for using the new BPI Mobile app. We really appreciate you taking the time out to share your feedback. Glad you liked it! We'll take note of this and further improve our service moving forward. If you have concerns, please visit https://www.bpi.com.ph/contactus. Thank you."", 'modified': '2023-05-16T00:19:55Z'}"
45,8/19/2023 16:37,"I’m sorry but what is this downgrade?! What kinda UI is this??? It’s so confusing I am actually speechless. The old app was working fine, I don’t know why you have to change it when you could have just updated it. I don’t even receive an OTP while trying to use this app(was changing the password and enabling face ID and mobile key because I have a new phone) when I could receive them just fine with my other apps. My session just expires while waiting for the OTP and I don’t even know if the changes went through. BRING BACK THE OLD APP",1,FALSE,???,shngdg,
46,7/3/2023 8:41,"Why insist on having the SIM card physically present? Contrary to what you believe, it’s dangerous to have it in the same device as the app. Once hacked/compromised, there’s no stopping the thieves from emptying the account. 
I have registered my device w/ the SIM card. I now wanted to register a secondary device so I can use the app w/ wifi only. Which I able to do with the old app. 
So why limit the functionality of the app? Instead of making it easier and making it more convinient to use. This is major turn off.",1,FALSE,Using the app on a secondary device.,ty148,
47,9/5/2023 5:54,"Frustrating. I cannot use the bills payment. It will always say: ""There are no enrolled recipients on your account."" But I know for sure I enroll billers before they changed it to this new app.

When I tried enrolling billers, it says ""We are unable to process your request at this time. The biller and reference number is already enrolled.""

Is this a joke? I went to BPI bank near me but they were not able to help me and just said I will wait for the app to load the biller????? I waited for months and months already but nothing changed!",1,FALSE,No Bills Payment,LetcheBayaAni!,
48,3/19/2023 13:19,"pls add options for (credit card holders)converting straight purchases to installment like rcbc and citibank does in their app. its convenient rather than to call hotline for conversion purposes. 
Pls add Lock/unlock features for credit card holders. 
also Purchases must show in real time even its not billed yet. 

its like the old app. nothing is new but other features are not here unlike the old app with QR generator and add biller 🤔.",3,FALSE,cc straight purchases to installment options,selilzhan113456,
49,9/19/2023 10:51,"I process all my bank transactions using my ipad since its efficient compared to phones. i considered it as my working device. Now, i can no longer transact bpi banking activities due to this new system policy. Please allow users to access your app in multiple devices. What if we lost our phone? Another long line of queuing again to have it corrected? Or what if users prefer tablets or ipads? Ipads with sim cards are expensive. Please consider different user scenarios also.",1,FALSE,Not User Friendly due to single device process,h@ppY G@m3r,
50,6/26/2023 2:59,"Am proud that my main Bank took this action for a new app. However, interface still needs more improvement. Tbh, previous app is more user-friendly than the new one which is quite confusing. Some features are still not available with the new app. I cannot find tabs on adding new merchant / billers. Will surely update my rating once I see improvement of this app.",3,FALSE,Needs more improvement,jhsalgado21,
51,8/30/2023 9:12,"The UI did not get better. The previous app’s UI is way better than this new one. It seems shipping this new app is more important than carefully crafting the new app’s accessibility and usability. It feels like accessibility wasn’t even considered when designing this new BPI app. The color contrast in this new app makes the accounts detail incomprehensible. There’s no prominent grouping and division like in the old app.

Better use the old app UI and just add new features. Don’t fix or change it if it isn’t broken. 🤷🏻‍♀️",1,FALSE,Accessibility is worse than before,nvrprdo,
52,8/18/2023 14:56,"I agree with the other review regarding registration. I have three phones that i rotate, and I can’t believe i had to physically insert my registered sim in each device just to allow it to use the new app. I appreciate the design effort of the new app…but viewing debit and credit transactions induces headaches. 

 The new app looks comparatively cluttered, some things to review: 
 (1) the word “Amount” is displayed in every transaction. ANG KALAT. 
(2) Each transaction is in boldface. 
(3) Different fonts are used when displaying numbers. 
Example: the Available balance has a different font from the transaction amount.

The font choice in general is also weird but maybe that is just my personal opinion. I feel no significant functional improvement while using the new app so I’ll continue using the old, visually clean app.",1,FALSE,New isn’t always better,coelacanthvalley,
53,6/30/2023 16:15,"I downloaded the new BPI app today because I couldn’t log in with the old app. It’s the same phone and number I’ve used since i opened my bpi account. I was able to log in but when it comes to the verification process, the app can’t seem to verify my device. I still get OTP for bpi with the same number but somehow can’t verify my account with it. The message sends without issues but when it starts to verify my device, it fails before the loading icon finishes to load. This is such a hassle.",1,FALSE,Unable to verify device,Unhappycamper_,
54,6/27/2023 3:45,"idk what everyone is fussing about, i find this new app more intuitive and easier to navigate than the previous one (i.e., good UX). i haven’t made any transactions yet but i went thru all the settings and menus.
my only question is why make a new app instead of updating the existing one - let your customers know.
will keep this review at a neutral 3 stars until i find something new",3,FALSE,it’s not as bad as others say - so far,m362066,
55,7/13/2023 14:21,"Downloaded the app yesterday to register my new account but I cannot activate the mobile key which is required to make transfers — the very reason we use mobile banking apps. Tried several times, even uninstalled and reinstalled the app but I still can’t activate the key. Hope an update will address this issue otherwise it really defeats the purpose of having this app aside from checking balance.",2,FALSE,Mobile Key Activation Problem,Carmilette,
56,7/9/2023 2:58,"I did install the new apps then try if it’s work well after the install, seems ok with all my normal transactions but when I need to change my pw the confirm button is disabled, did try a couple of times even days but still same issues. What I did is change it in my old apps and it works normally without an issue. I hope it will be fix sooner…..",3,FALSE,Can’t change my pw,AnonymouslyRandomGuy,
57,9/14/2023 16:04,The developer has an issue with the security or system of IOS 16.6.1. The app is not working or not compatible with the IOS 16.6.1. They told me to toggle off the Developer Mode but the new IOS update has no more Developer Mode in the Privacy and Security in their Settings. The old app will not be available at the end of the month but the new BPI App is not working or compatible with my IOS System. I am disappointed with this hassle because I can’t do my online transactions.,1,FALSE,The New BPI App is not compatible with IOS latest update,bpiunibanker2013,
58,6/25/2023 4:13,"Old app is better in terms of UI. Old is simple and is not confusing like the this new app. Also,  I have problem when I view my Credit details the back button (arrow) is not clickable/not working. I need to go out of the app then open it again to view my other accounts. Also, there is no option to reveal the credit card details especially for the e-card; in the old app we have this option. 

You might want to align the old features to this new app :)",1,FALSE,Old App is better,con-customer,
59,6/26/2023 4:25,"What I like on this new app is the updated account history, and more functionality like the card control where you can temporary block card, enable/disable e-commerce, and enable/disable international access without the hassle.",5,FALSE,Easier and more functionality,cheerful_gay,
60,4/24/2023 5:19,Lacks functionalities as compared to the old one. No auto log-in via Biometrics as compared to the Old App. Second device cannot be enrolled using a seperate Log in name if your using a Tablet since it is looking for SIM. Details of Investment account cannot be viewed - always temporarily unavailable but when you switch to the old App you can view your Investment details. You should enhance this App to be better than the one you plan to replace.,2,FALSE,Old App is better…,Luigis319,
61,6/6/2023 21:25,"The other navigation doesn’t want me to go through. For example not having an access from the main portion where i couldn’t click the back arrow. Also, its a bit confusing how it was setup but there are features that helps a lot knowing some information that I couldn’t see in the old app.",3,FALSE,Confusing and some features I can’t click on it.,Ellehcar Pingul,
