,date,review,rating,isEdited,userName,title,developerResponse,bank_app
25,3/30/2023 13:03,"Update on my old review: It is now almost end of Qtr 2023 and this app is still the beta version. 
Old review:
Just found out that this a a beta version to date. Its password is separate from the BDO Digital app but the same with BDO Pay. I was told that eventually there will only be one BDO app. When? No time line provided. I tried accessing this app but encountered problems when activating face logon. So I had to uninstall as advised by BDO call center agent. I will reserve further review of this beta version until I use it some more to at least help developers improve it for our benefit.",3,False,Avic.O,Future app,,Banco De Oro
26,8/15/2023 18:32,"I can not even begin to imagine how such a big bank can’t get its act together in coming up with a better app than its previous version. Changes are cosmetic at best but functionality is pretty much the same. But what really takes the cake is that all my saved templates and saved accounts I normally transact with are now all gone with this new version. 

It does not take a genius to figure out that your customers would like to have the convenience of having all his saved templates/accounts transferred to this new version. 

The Sy’s should really start looking for a new CTO before you totally lose all your customers.",1,False,askblau,Worse than previous version,,Banco De Oro
27,9/15/2023 7:17,"a notication pops out the previous app, this app will be the new app to replace the old one, however upon trying to send transaction it tooks so long it even ask me to wait for 10 mins and redo the trasaction, or even checking my balance it was slower to me it kinda bit suspicious that this app was a fraud cause I tried to do multiple times with the trasaction it does not work or proceed. With the conclusion of it slow process, it might use this mistake for frauding or even hacking the account itself, to my conclusion most hack account were due to mistake like this unforeseen slow activity.",2,False,카카카카ㅏ카카카카카ㅏ카카켜,suspicious for fraud and hacking,,Banco De Oro
28,3/14/2023 1:28,"For a Company that big it’s embarrassing how their apps work. It blows my mind how many times they are offline or not even working. I log out each time I use the app and each time I want to use it again I get the same window saying , they logged me out because of security reasons or that I logged in on another device , ridiculous smh I wonder who made those apps coz they only thing I can think off is that they don’t want to spend money on it and by doing so they force people to still use the physical branches. Coz where I come from the more people use the app the more branches they close. If that’s the reason I can understand",1,False,LaQueenie,Worst Apps by a landslide,,Banco De Oro
29,8/30/2023 5:48,"Had to download and install this one, BDO keeps notifying me about the old app being replaced by this one, at first it was nice seeing a new interface and the navigation was easy, but the major problem of this one is whenever doing transactions it takes time i mean really long time to process and it will even take longer time to reflect, we are processing fund/money here atleast you could do is give us a peace of mind that our money or funds was processed successfully not making us wait like overnight before it will confirmed the process went through. The old APP was way better than this crap! Totally USELESS!!!!!!",1,False,N6920,ZERO STARS for you BDO!,,Banco De Oro
30,9/19/2023 6:47,"I already have this app downloaded as per bdo csr advise previously but I don’t use it. However due to BDO’s announcement that the BDO old app will be replaced soon, I opened this app, only to find out that my old password was no longer accepted so I had to change it. When I was able to access the app, I’m disappointed as its taking time to load my account balance and there is no security management feature that will allow me to lock/ unlock my account so I’m still using the old app. What I only like about this new app is that faceID can be used to open it.",2,False,Me'an,Lacks Security Features,,Banco De Oro
31,9/4/2023 23:57,"Please have the saved biller info to reflect on the items so we dont have to keep typing repetitious infos. The app does not allow transfer of money to non bdo accounts. It has been 2 days of trying. So frustrating. I hope you could make this better. I like it because this charge P10 service fee that the BDO Unibank app which is P25 but still hope you could lower the service fee to only P5 or even free.
Sept 5,2023 Hello no GCASH payment option available today. Please make it available so it will be hassle free for us. I like using your app. Very convenient. Thank you.",2,False,Apple User 1000,Gcash not available,,Banco De Oro
32,8/20/2023 4:17,"Very disappointed with this new BDO APP. (1)Weak security features.  (2) So hard to save bank accounts I usually transact with; saving bill information so I don’t have to go through all the details;etc. (3) And today, I tried sending money and keep refreshing the app and says my money is still there and the other Bdo account hasn’t received any, and so we try sending again. Hours later, 3 transactions was posted and deducted on the account. Please don’t tell us its still a new app and that give it some time. Nuh!!! All you have to do is improve the other app, not make it worse to use!",1,False,Ashkima,I think this new app was created for hackers!,,Banco De Oro
33,9/1/2023 6:03,"Seems like the app is using a cache (not real time values) where it gets the displayed account balance. It usually takes too many refreshes and sometimes at least 2 app restarts for it to display the correct balance. That is a very basic but important part of an online system, and yet this new app missed to do that. 

Ever since I saw this error right after the first installation, I have been using both old and new app at the same time to check if it will improve. It’s still like that even after the app update 2 days ago.

This app does NOT deserve a Go signal to go live.",1,False,DG McNish,Displaying the Outdated Account Balance,,Banco De Oro
34,8/29/2023 9:29,"If this is what they will replace the old app with, then users will be enraged. I got the app due to the notification from the old one and was super disappointed upon using it. Only my credit card account was available, my bank accounts are not. So who’s gonna tell me how my bank accounts will be migrated in this new app? The old one was perfectly fine. 

No option to view my cc soa. There are no other settings like from the old app or the website, especially the security settings like lock/unlock and setting limits. Totally useless and I don’t feel secure in using it.",1,False,Antipatz,Useless. Don’t fix what’s not broken.,,Banco De Oro
35,8/26/2023 6:43,"The app is not accepting my credential and keep telling me that my account is temporarily locked and I should reset my password. But when I’m using the old app version and website, I was able to logged in successfully. 
Kindly perform a security testing, functional testing and performance testing with this app version. Make sure the app is working properly as expected before releasing this version to the public. This is a blocker and interfering the consumer on making online transactions. 
Please do consider the suggested action items. People now are relying on this. Making sure an app is working is vital. Thanks",1,False,Miskha Gosha,This newer version is unusable,,Banco De Oro
36,2/24/2022 0:01,"Extremely inconvenient when it’s supposed to be a reliable app. Instead of making me want to use it often I’d rather transfer out my funds to another bank. I keep getting locked out or I can’t transfer to accounts and they even blocked my debit card without any notice or explanation. Their customer service takes millions of years to respond and when they do, they’ll just tell you to do something you’ve already read online but hasn't worked. I’ve been waiting for an email for weeks now and still no resolution. Might as well just close the account.",1,False,JannTurija,It Deserves The Most Unreliable App Award,,Banco De Oro
37,8/16/2023 16:55,"Ironic for a bank to constantly remind their clients to install the newest app but after logging in, I couldn’t even view my savings account, just my credit card. Are you ducking kidding me??!!! How can i make transactions such as sending money or paying bills when my savings account doesn’t even show up. When you go to Manage Account, you would only see your credit card, not even a plus symbol to add your savings. Seriously BDO, just stick with your old mobile app. If it ain’t broken, why fix it. Such a disappointment from the biggest bank in the Philippines.",1,False,ronthegalileo,Savings Account doesn’t show up,,Banco De Oro
38,9/6/2023 15:21,"This application is not working at all. After following the step by step instruction written in BDO website and multiple times of trying to register my account, it always says that they have sent an OTP to my registered number but I have not received one. My number is keeps receiving notification from the old application so I am sure that it is my correct registered number.

Why do you even create a new application when the old one is better? You're wasting your customers time requiring them to download the new application that is not even working.",1,False,Hhsshdhs,New Application is not working!,,Banco De Oro
39,3/22/2023 3:15,"The BDO apps have received terrible reviews for the past few years, rightfully so, and i was hopeful that this new release was a revamp and so much more improved than their old apps. I dont know why i even expected anything good out of this. The new app is basically empty. It has the basics, yes. You can send & receive money but thats it. Nothing else. 

BDO now has too many apps. They should just focus on making one - just one - banking app thats useable. I have transferred most of my money to a different bank because i dont have the energy to deal with the BDO app crapshoot anymore. The convenience theyre tryna sell just isnt there.",1,False,kukiemonstah,App is Practically Empty,,Banco De Oro
40,9/1/2023 4:42,"Wasn't able to send money for 2 days straight since they were updating ""Send Money"" feature. But after the update I wasnt able to transfer money to other banks. It kept showing unsuccessful transfer and no other details are indicated on why I cant tranfer funds. Got really frustrated since I have bills and due dates coming so I decided to uninstall the app and go back to the old BDO app. 

Before asking users to install the new app, make sure that it's working as expected for your users.I find the old app more convenient to use compare to the new app.",1,False,Mark Anthony Joyrider,Multiple Issue regarding Send Money feature,,Banco De Oro
41,9/6/2023 8:23,"I was worried that the old app will be discontinued immediately hence I downloaded this BDO online app. But for some reasons, it’s giving me worse experiences as follows:
- very delayed balance updating, most of the times I open the app it says balance unavailable, refresh.
- I cannot secure my savings account and credit card unlike the old app. That’s more secure.
- receiving money transfers are worrisome. The account does reflect the transferred amount in a timely manner but the balance is already available in the old app. You still need to logout and log back in after sometime for the balance to reflect.",1,False,Alv1518,Disappointing,,Banco De Oro
42,9/15/2023 7:46,"The Digital app allows users to make a scheduled bills payment, and this app doesn’t have that feature. Please include scheduled bills payment in this app. It will help alot especially sa mga makakalimutin. 
Almost always unable to load balances during work hours.
Transaction history is not always real time.
Balance does not update upon fresh log in. Need to refresh for the balance to update. 
Digital app is still way better than this Online app.",3,False,phlp.ong,Missing some features,,Banco De Oro
43,8/28/2023 5:44,This new app is annoying. I was informed by the customer service that the old app and this new app has a different password and said that I don't have an online account (using this new app) so I tried signing up but received several error notifications including the one saying that my account is blocked — how annoying. I don't think this new app is ready for the beta release and should do more UATs or whatever. I would rather use the old digital banking app instead of this one until BDO can make the things here more easy – hope BDO can link the data from old to the new one.,1,False,Hamiltonxx,So much errrors,,Banco De Oro
44,3/20/2022 8:59,"I decided to try the new app since I have been using the old app (version 5.9.1) and to see if it is an improvement over the old app but no, it is way worse… The only thing I was able to do was sign in… I’m not able to check my balance, check previous transactions, nothing… This is a fresh install of the app on a just factory reset iPhone… I don’t know what they were thinking in releasing this app… I’m gonna go back to version 5.9.1 and never gonna use this app again… If only there is a negative rating then I would be one of them to give this negative points…",1,False,winxmac,One of the most useless apps ever,,Banco De Oro
45,8/17/2023 2:47,"You have to manually refresh it everytime to get the actual balances. Then the transaction history is so delayed. Its delayed by days, weeks even!!! How can such a large bank, probably the largest in the country, cant even keep up with the likes of smaller digital banks like cimb, seabank and others? 

The old bdo banking app was fine, but super dated but works better than this piece of s. Also everything at bdo is expensive. P25 for instapay, and thats free in a lot of other digital banks! No pesonet option too! 

The only saving grace here at bdo is we know the manager of a branch if not Ill be done with them.",1,False,tenknas,Its a piece of S,,Banco De Oro
46,8/8/2023 3:58,"Got a notification of a new BDO App that should bring better experience and security.  Immediately got disappointed as my account got temporarily locked on my first sign in  and needed to reset my password (note this is after just ONE try , no multi password fail, just ONE) , while it aims to secure your account, that single one failure attempt that immediately forces you to change password is BAD USER EXPERIENCE.  I was able to log in after changing my password, and lo and behold, its not usable. My account is not there as if I al a new user. Immediatly logged out and changed my password again.",1,False,PureTechSoul,Beta App?,,Banco De Oro
47,12/1/2021 7:45,"I had been using the old version. So, I thought when you say the more efficient app, it’s an improvement of the old. But to my dismay, it is not. I was expecting the my bills payment detains will automatically be uploaded here. Those frequent fund transfers I have saved will automatically be available. However, that is not the case. Only my account and credit cards are available. The save bills payment and accounts are not available. Does this mean I have to input them again? 😔😔😔",2,False,O126 player,Not user friendly,,Banco De Oro
48,9/16/2023 4:27,This app doesn’t show an update to my accounts balance. Every after transaction when I return to home screen and check the accounts balance the data does not show a real time CURRENT Balance. When I pay something and want to check how much money is left it still show the OLD BALANCE which make it hard for me to track my spending especially when paying monthly dues all at the same day. A very basic feature of an online banking app. Nadaig pa ito ng mga e-wallet app to think this is a huge bank here in the Philippines. A very cheap App!!  Haist!!!,1,False,Nina Shiela,No Real Time CURRENT BALANCE Update,,Banco De Oro
49,8/27/2023 22:37,"I had an issue with one of my transaction where  the amount was deducted from my account but it wasn’t reflected on my e-wallet AND THERE’S NO CUSTOMER SUPPORT AT ALL. No chat support in the app, their chat support in fb doesn’t exist, their email customer support doesn’t reply, and their phone customer support can’t be contacted. NOTHING AT ALL. So if you have an issue with transaction, there’s almost nothing you can do but go to the branch. THAT IS IF you can go within a certain period of time but if you can’t then they can’t help you. You lose your money even if it’s an error on their end.",1,False,YugaOnchou,No Customer Support,,Banco De Oro
50,8/26/2023 8:39,"Regardless of the new look, I still don’t like this app. Much prefer the older one.

So the old app would soon be replaced by this new one BUT I am still waiting for this new app to have one key feature: locking your debit/credit cards. This convenient feature is the only reason why I still use the older app despite its very outdated design and occasional glitches.

PLEASE add this crucial feature in the new app! Personally, it’s a necessity for me to have this added security for my accounts from scammers and fraudulent transactions.",1,False,Medstudg,Sleek interface but missing one key feature,,Banco De Oro
51,4/30/2023 3:44,"I tried using the app to pay for my credit card bills. The app is okay but I think it can still be improved. As for my experience, my payment was doubled because there was no confirmation that my payment was successful. After typing the PIN, you will be redirected to the previous page that asks you to confirm your payment details. This results to multiple payments for the same bill.",3,False,BDO Application User,The App is Prone to Double Payment Issues,,Banco De Oro
52,9/13/2023 4:17,"Very unreliable. Bank transfer from BDO to BDO is not real time. It happened multiple times. Transactions page says “send money in progress”, after 1 day the status change to unsuccessful. Like seriously??? If you need the money immediately, you still need to wait to successfully processed the money transfer in no definite time. This is my last active account with BDO because I already closed my 2 other accounts and credit card due to their POOR service and now I have enough reason to totally closed all my accounts with you.",1,False,chong_go,WORST MOBILE BANKING APP,,Banco De Oro
53,3/19/2023 19:50,"At last,this what i am waiting for!Your new BDO Online App.I can say that after how many years of poor service when it comes to Application you have proven now that you are still the number 1
Thank you BDO for making ways to make our experience convenient and user friendly at last!
Proud long time BDO customer here",5,False,Røśà Mèndoza Subiere,Good job BDO!,,Banco De Oro
54,3/17/2023 22:12,This is the first time i have experience a very stressful mobile app. To think this mobile banking application belongs to the Philippines biggest bank. Why would you have 3 different mobile banking applications when u can just maintain ONE then upgrade or enhance it?!? Right now the only one working for me is the BDO Digital Banking app. This one it wont work. The OTP says that its already expired when in fact i just received it. Useless! They are way behind when it comes to innovations from the leading digital banks that just opened last year.,1,False,arc66616,A very stressful mobile banking application,,Banco De Oro
55,12/21/2021 14:30,"Even after calling the customer service and after doing the recommended steps to uninstall, install, changing passwords, rebooting the device and logging on after 2 hours (even after more than 4 hours). After doing the necessary procedures, I am not able to receive any OTP codes. I’m not having problems when using the BDO digital app and using the browser.

This application is still unripe and yet, they implemented it. You guys should have a better quality assurance check. Just saying.",1,False,Codemici,It’s not even working properly. I don’t still get OTP codes,,Banco De Oro
56,1/11/2023 23:54,"Website (BDO>Digital>NEW: BDO Online App) mentioned under ‘ACCOUNT MAINTENANCE’ that we can set nicknames for our accounts. However, this app doesn’t let me save the nickname I set. Called their hotline and I’ve been advised that this feature is not yet available and the app is still not fully functional.

On the positive side, I like that you can hide accounts and that transactions are reflected real time. 

I will edit my review when all advertised features are properly working.",2,False,enerskee,Features advertised on BDO website is still not available,,Banco De Oro
